,resource,resource_type,direct_access,description,experiment,case,component,stream,variable,date_range,ensemble,file_fullpath,file_basename,file_dirname,ctrl_branch_year,year_offset,sequence_order,has_ocean_bgc,grid
266,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,graze_diaz_zoo_zint,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.graze_diaz_zoo_zint.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.graze_diaz_zoo_zint.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
267,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,ATM_XTFE_FLUX_CPL,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.ATM_XTFE_FLUX_CPL.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.ATM_XTFE_FLUX_CPL.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
268,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,Lig_loss,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.Lig_loss.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.Lig_loss.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
269,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,PAR_avg,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.PAR_avg.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.PAR_avg.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
270,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,ADVS_ISOP,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.ADVS_ISOP.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.ADVS_ISOP.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
271,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,TMXL,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.TMXL.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.TMXL.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
272,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,diaz_light_lim_surf,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diaz_light_lim_surf.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diaz_light_lim_surf.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
273,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,FW,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.FW.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.FW.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
274,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,ponToSed,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.ponToSed.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.ponToSed.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
275,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,FRACR_BIN_06,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.FRACR_BIN_06.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.FRACR_BIN_06.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
276,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,DOP_diaz_uptake,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.DOP_diaz_uptake.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.DOP_diaz_uptake.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
277,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,QSW_BIN_04,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.QSW_BIN_04.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.QSW_BIN_04.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
278,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,zoo_loss_zint_100m,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.zoo_loss_zint_100m.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.zoo_loss_zint_100m.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
279,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,DOC_prod_zint_100m,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.DOC_prod_zint_100m.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.DOC_prod_zint_100m.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
280,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,photoC_sp_zint,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.photoC_sp_zint.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.photoC_sp_zint.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
281,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,diat_N_lim_surf,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diat_N_lim_surf.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diat_N_lim_surf.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
282,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,zooC,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.zooC.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.zooC.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
283,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,NH4,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.NH4.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.NH4.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
284,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,FvPER_ALK,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.FvPER_ALK.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.FvPER_ALK.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
285,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,photoFe_sp,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.photoFe_sp.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.photoFe_sp.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
286,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,diazFe,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diazFe.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diazFe.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
287,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,graze_diat_poc_zint,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.graze_diat_poc_zint.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.graze_diat_poc_zint.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
288,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,graze_diat_doc_zint,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.graze_diat_doc_zint.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.graze_diat_doc_zint.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
289,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,PO4_sp_uptake,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.PO4_sp_uptake.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.PO4_sp_uptake.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
290,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,zoo_loss_doc_zint_100m,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.zoo_loss_doc_zint_100m.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.zoo_loss_doc_zint_100m.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
291,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,UES,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.UES.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.UES.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
292,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,Q,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.Q.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.Q.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
293,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,DOP_sp_uptake,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.DOP_sp_uptake.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.DOP_sp_uptake.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
294,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,FRACR_BIN_04,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.FRACR_BIN_04.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.FRACR_BIN_04.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
295,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,sp_P_lim_Cweight_avg_100m,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.sp_P_lim_Cweight_avg_100m.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.sp_P_lim_Cweight_avg_100m.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
296,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,diat_loss_doc_zint,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diat_loss_doc_zint.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diat_loss_doc_zint.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
297,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,diat_SiO3_lim_Cweight_avg_100m,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diat_SiO3_lim_Cweight_avg_100m.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.diat_SiO3_lim_Cweight_avg_100m.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
298,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,Jint_100m_PO4,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.Jint_100m_PO4.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.Jint_100m_PO4.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
299,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,RESID_T,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.RESID_T.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.RESID_T.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
300,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,Fe,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.Fe.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.Fe.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
301,scratch:posix:/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001,posix,True,"Ocean-ice hindcast, XT-Fe forcing 100% soluble",xtfe,g.e21.G1850ECOIAF.T62_g17.xtfe.001,ocn,pop.h,graze_sp_zoo_zint_100m,000101-006212,0,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.graze_sp_zoo_zint_100m.000101-006212.nc,g.e21.G1850ECOIAF.T62_g17.xtfe.001.pop.h.graze_sp_zoo_zint_100m.000101-006212.nc,/glade/scratch/mclong/archive/g.e21.G1850ECOIAF.T62_g17.xtfe.001/ocn/proc/tseries/month_1/,,1699,0,True,POP_gx1v7
